intersection_name,latitude,longitude,hour,day_of_week,is_peak_hour,is_weekend,vehicle_flow,congestion_index,accidents_last_12m,climate_condition,intersection_type,risk_label,tenant_id
Cra 19 con Calle 100,4.685689148438733,-74.06668534326376,7,3,1,0,1132.9,0.64,3,1,2,1,bogota
Calle 26 con Cra 50,4.609807684608715,-74.11133164517506,11,3,0,0,627.6,0.274,0,0,0,0,bogota
Av. Ciudad de Cali con Calle 80,4.69832471220307,-74.12750807440726,13,6,0,1,767.6,0.0,4,2,1,0,metro_agency
Cra 7 con Calle 32,4.620391140268375,-74.07761905393849,12,6,0,1,725.8,0.0,2,0,1,0,bogota
Cra 7 con Calle 26,4.609434945659895,-74.08113722802906,9,5,1,1,1010.0,0.578,0,1,2,1,bogota
Calle 100 con Autopista Norte,4.687868890134329,-74.04360130020432,18,0,1,0,1356.0,0.591,5,0,1,1,metro_agency
Av. Eldorado con Cra 30,4.649024868966462,-74.10166625184418,13,2,0,0,512.8,0.145,6,1,0,0,bogota
Cra 15 con Calle 72,4.659207659591094,-74.05807787081034,11,1,0,0,417.6,0.379,2,0,1,0,bogota
Calle 80 con Av. Boyaca,4.699044155547275,-74.11357912964183,10,5,0,1,753.7,0.0,0,1,2,0,metro_agency
Cra 7 con Calle 45,4.636306096576231,-74.06472696185189,14,3,0,0,631.8,0.278,2,0,0,0,bogota
Av. Caracas con Calle 53,4.6425417492689895,-74.07274190451885,19,3,1,0,1284.3,0.766,1,2,0,1,bogota
Cra 11 con Calle 93,4.678902834489332,-74.05021700757773,18,2,1,0,979.2,0.865,12,0,0,1,metro_agency
Calle 170 con Cra 7,4.753724130010419,-74.04458469413976,22,5,0,1,738.8,0.033,6,2,0,0,bogota
Av. 68 con Calle 26,4.606417341806391,-74.10931632840847,5,3,0,0,764.6,0.097,1,0,1,0,bogota
Cra 30 con Calle 45,4.636738331815832,-74.10102927159025,13,2,0,0,577.2,0.198,3,1,0,0,metro_agency
Calle 13 con Cra 50,4.602751582157513,-74.10888399510834,20,4,0,0,491.7,0.13,1,1,2,0,bogota
Av. Suba con Cra 91,4.723189886809641,-74.09142119646403,13,4,0,0,643.7,0.236,0,1,0,0,bogota
Cra 7 con Calle 116,4.698061764140037,-74.04185618827898,11,1,0,0,535.3,0.053,0,0,0,0,metro_agency
Calle 63 con Av. Caracas,4.650397648954387,-74.07261365563994,19,5,1,1,1498.4,0.485,1,1,1,1,bogota
Av. Boyaca con Calle 80,4.6996808197035005,-74.11103353186647,8,1,1,0,1295.7,0.392,0,1,0,0,bogota
Cra 19 con Calle 100,4.686586841789956,-74.06609870586715,6,3,0,0,1047.7,0.097,0,0,0,0,metro_agency
Calle 26 con Cra 50,4.607832335310552,-74.10883789721764,18,5,1,1,738.1,0.656,4,0,0,1,bogota
Av. Ciudad de Cali con Calle 80,4.697080608961209,-74.12716126766166,16,2,0,0,858.1,0.192,0,0,2,0,bogota
Cra 7 con Calle 32,4.617440937940666,-74.07806868007454,13,5,0,1,656.7,0.226,0,0,1,0,metro_agency
Cra 7 con Calle 26,4.611137591783658,-74.0829582023816,7,6,1,1,1632.6,0.42,1,0,2,1,bogota
Calle 100 con Autopista Norte,4.686458867435571,-74.0468462719794,6,1,0,0,384.3,0.287,0,1,0,0,bogota
Av. Eldorado con Cra 30,4.6455358980363535,-74.10212460819216,1,5,0,1,966.3,0.119,0,0,1,0,metro_agency
Cra 15 con Calle 72,4.660180144260724,-74.05802634877189,16,6,0,1,930.8,0.0,2,0,0,0,bogota
Calle 80 con Av. Boyaca,4.69879835485677,-74.11061847289949,17,6,1,1,1046.2,0.225,2,1,0,0,bogota
Cra 7 con Calle 45,4.6359176891229685,-74.06603500485836,16,6,0,1,786.6,0.0,2,0,1,0,metro_agency
Av. Caracas con Calle 53,4.641976670655004,-74.07367236833012,14,6,0,1,828.7,0.024,0,1,1,0,bogota
Cra 11 con Calle 93,4.677489305341968,-74.04901967514164,17,0,1,0,1028.6,0.484,0,1,0,1,bogota
Calle 170 con Cra 7,4.752046977048335,-74.04435260995136,9,5,1,1,1205.8,0.457,2,0,1,1,metro_agency
Av. 68 con Calle 26,4.6074210284891075,-74.11075870878271,11,5,0,1,436.8,0.0,1,0,0,0,bogota
Cra 30 con Calle 45,4.634264642467592,-74.10209291012313,7,4,1,0,1856.1,0.549,0,0,0,0,bogota
Calle 13 con Cra 50,4.6033813926532,-74.10878731976122,7,6,1,1,1124.3,0.337,0,0,0,0,metro_agency
Av. Suba con Cra 91,4.7249092747462615,-74.0891662799873,13,2,0,0,627.3,0.0,1,0,0,0,bogota
Cra 7 con Calle 116,4.698549210403617,-74.04361445674041,16,1,0,0,811.0,0.379,5,2,0,1,bogota
Calle 63 con Av. Caracas,4.650614272695008,-74.07416897412625,9,3,1,0,1406.1,0.426,1,1,0,1,metro_agency
Av. Boyaca con Calle 80,4.698880194506868,-74.10861396940818,7,3,1,0,1063.0,0.535,0,1,2,1,bogota
Cra 19 con Calle 100,4.687366821426014,-74.06642480991624,6,6,0,1,478.0,0.151,0,0,0,0,bogota
Calle 26 con Cra 50,4.608991259509122,-74.10965181803465,9,5,1,1,1063.2,0.188,2,2,2,1,metro_agency
Av. Ciudad de Cali con Calle 80,4.698630065364717,-74.12736971524248,15,6,0,1,648.5,0.166,1,0,0,0,bogota
Cra 7 con Calle 32,4.618498807417615,-74.07592626635679,10,2,0,0,813.2,0.225,5,0,2,0,bogota
Cra 7 con Calle 26,4.609244291972132,-74.08135622811034,7,0,1,0,741.6,0.746,5,1,0,1,metro_agency
Calle 100 con Autopista Norte,4.68732125910159,-74.04419125236413,22,5,0,1,508.1,0.0,2,0,1,0,bogota
Av. Eldorado con Cra 30,4.645564100228163,-74.100788993808,5,0,0,0,841.7,0.231,0,1,2,0,bogota
Cra 15 con Calle 72,4.659420648516091,-74.05678636157035,13,2,0,0,671.0,0.186,1,1,1,0,metro_agency
Calle 80 con Av. Boyaca,4.696912642997949,-74.1108936678361,9,1,1,0,717.5,0.621,13,0,1,1,bogota
Cra 7 con Calle 45,4.636228680991077,-74.06317079217554,7,1,1,0,1452.8,0.946,0,1,0,1,bogota
Av. Caracas con Calle 53,4.642580169081271,-74.07383033056496,14,0,0,0,779.7,0.058,0,0,1,0,metro_agency
Cra 11 con Calle 93,4.677848740121757,-74.05054915001479,17,3,1,0,1407.7,0.661,6,1,1,1,bogota
Calle 170 con Cra 7,4.754160504777595,-74.04442677576935,20,0,0,0,496.0,0.145,0,0,0,0,bogota
Av. 68 con Calle 26,4.605965280500864,-74.11177249400484,13,4,0,0,632.4,0.132,1,1,1,0,metro_agency
Cra 30 con Calle 45,4.634605987848778,-74.10188761677536,16,4,0,0,431.9,0.209,2,1,1,0,bogota
Calle 13 con Cra 50,4.602190253276833,-74.11010885634805,17,6,1,1,1175.0,0.162,0,0,1,0,bogota
Av. Suba con Cra 91,4.723273001132538,-74.09351053372932,4,6,0,1,276.8,0.0,0,0,0,0,metro_agency
Cra 7 con Calle 116,4.700268895251179,-74.0434277041814,8,1,1,0,1672.0,0.47,0,0,0,0,bogota
Calle 63 con Av. Caracas,4.651960285160263,-74.07221752633248,12,4,0,0,537.7,0.477,1,0,2,0,bogota
Av. Boyaca con Calle 80,4.698266198647755,-74.10830073722575,14,2,0,0,630.6,0.4,1,0,1,0,metro_agency
Cra 19 con Calle 100,4.687248111985773,-74.06557371626977,13,3,0,0,418.2,0.158,1,0,1,0,bogota
Calle 26 con Cra 50,4.6076293433945805,-74.11015733814273,12,1,0,0,512.5,0.41,0,0,0,0,bogota
Av. Ciudad de Cali con Calle 80,4.698682189035821,-74.12708137340957,10,4,0,0,770.0,0.173,1,1,1,0,metro_agency
Cra 7 con Calle 32,4.619520082315434,-74.0769068544535,15,4,0,0,738.9,0.387,0,1,0,0,bogota
Cra 7 con Calle 26,4.610288186500454,-74.08326743428461,9,1,1,0,1249.0,0.402,1,2,0,1,bogota
Calle 100 con Autopista Norte,4.685744291622868,-74.04284811991766,6,3,0,0,692.0,0.087,3,1,0,0,metro_agency
Av. Eldorado con Cra 30,4.64631723711446,-74.10322979606146,13,0,0,0,550.0,0.262,7,1,0,0,bogota
Cra 15 con Calle 72,4.659463870160978,-74.05668826973341,5,2,0,0,421.9,0.235,0,1,0,0,bogota
Calle 80 con Av. Boyaca,4.698877013965066,-74.11103499155656,22,0,0,0,409.3,0.033,0,0,0,0,metro_agency
Cra 7 con Calle 45,4.636577800432686,-74.0635472921236,10,0,0,0,742.0,0.125,3,1,2,0,bogota
Av. Caracas con Calle 53,4.643487294725344,-74.07464097319055,9,5,1,1,933.4,0.228,2,0,1,0,bogota
Cra 11 con Calle 93,4.675129351693006,-74.04961435973946,16,4,0,0,627.8,0.327,1,1,0,0,metro_agency
Calle 170 con Cra 7,4.752288444155738,-74.04421623440663,13,6,0,1,773.5,0.452,1,0,2,0,bogota
Av. 68 con Calle 26,4.607234119643999,-74.1095798078791,13,3,0,0,562.1,0.125,0,0,1,0,bogota
Cra 30 con Calle 45,4.6366717542927764,-74.10091573534702,8,1,1,0,1193.2,0.682,3,2,1,1,metro_agency
Calle 13 con Cra 50,4.6039011551755165,-74.11093572141662,16,1,0,0,646.6,0.186,2,0,0,0,bogota
Av. Suba con Cra 91,4.7247418238847345,-74.09199543309758,14,4,0,0,537.1,0.441,1,1,1,0,bogota
Cra 7 con Calle 116,4.698656189921162,-74.04284673740624,12,5,0,1,885.9,0.262,0,1,1,0,metro_agency
Calle 63 con Av. Caracas,4.651135205486635,-74.07371138792188,8,1,1,0,1279.1,0.485,1,1,1,1,bogota
Av. Boyaca con Calle 80,4.701015474232531,-74.11313112580139,6,4,0,0,567.6,0.105,1,0,0,0,bogota
Cra 19 con Calle 100,4.686131831959093,-74.06478649884487,12,1,0,0,857.8,0.163,4,0,0,0,metro_agency
Calle 26 con Cra 50,4.607248166911781,-74.1105999456374,14,1,0,0,573.8,0.099,2,1,0,0,bogota
Av. Ciudad de Cali con Calle 80,4.6986436702253025,-74.12807665289193,10,5,0,1,486.2,0.0,2,0,0,0,bogota
Cra 7 con Calle 32,4.619571166952458,-74.0749319935101,18,5,1,1,1468.4,0.389,0,0,0,0,metro_agency
Cra 7 con Calle 26,4.609680270607294,-74.08232623547812,8,1,1,0,1333.0,0.603,7,1,1,1,bogota
Calle 100 con Autopista Norte,4.686462908217326,-74.04448244034087,20,1,0,0,804.0,0.293,1,0,2,0,bogota
Av. Eldorado con Cra 30,4.6483471741642575,-74.10341338811736,7,6,1,1,1018.4,0.406,0,0,1,0,metro_agency
Cra 15 con Calle 72,4.659962179492989,-74.05700271887032,7,2,1,0,816.3,0.617,6,0,1,1,bogota
Calle 80 con Av. Boyaca,4.698553466983177,-74.1114294198906,8,0,1,0,753.5,0.19,1,1,1,0,bogota
Cra 7 con Calle 45,4.6352270146568,-74.06375177727232,15,4,0,0,748.6,0.154,1,0,1,0,metro_agency
Av. Caracas con Calle 53,4.642972265968758,-74.07506428681825,16,2,0,0,460.6,0.0,1,1,0,0,bogota
Cra 11 con Calle 93,4.677239263228519,-74.04963967399455,18,6,1,1,994.2,0.514,4,0,2,1,bogota
Calle 170 con Cra 7,4.7536004687825715,-74.04375589213087,7,2,1,0,1473.0,0.698,3,1,1,1,metro_agency
Av. 68 con Calle 26,4.608273784276298,-74.10854247795554,21,6,0,1,332.8,0.069,1,0,2,0,bogota
Cra 30 con Calle 45,4.637521399994058,-74.10342166851107,18,6,1,1,1460.4,0.207,2,1,0,0,bogota
Calle 13 con Cra 50,4.602905842051867,-74.10969575664288,8,5,1,1,999.4,0.497,0,0,2,1,metro_agency
Av. Suba con Cra 91,4.724581019994735,-74.09235820578586,20,6,0,1,586.7,0.0,6,1,2,0,bogota
Cra 7 con Calle 116,4.69831952796147,-74.04229789708509,20,4,0,0,565.8,0.482,0,0,0,0,bogota
Calle 63 con Av. Caracas,4.6503575017469245,-74.07344213718939,6,5,0,1,789.6,0.0,1,1,0,0,metro_agency
Av. Boyaca con Calle 80,4.69991228775178,-74.10790519693305,7,3,1,0,1341.1,0.476,1,0,1,1,bogota
Cra 19 con Calle 100,4.687007441939763,-74.06561981749408,15,4,0,0,750.2,0.522,1,2,1,1,bogota
Calle 26 con Cra 50,4.6084459449464585,-74.1098795678742,23,1,0,0,477.7,0.058,1,1,1,0,metro_agency
Av. Ciudad de Cali con Calle 80,4.697889102920318,-74.12959730787722,12,1,0,0,429.5,0.011,2,1,2,0,bogota
Cra 7 con Calle 32,4.619126917984142,-74.07474182372886,18,4,1,0,973.0,0.482,3,0,2,1,bogota
Cra 7 con Calle 26,4.6098427772800195,-74.08313618588544,17,0,1,0,1868.3,0.386,0,1,2,1,metro_agency
Calle 100 con Autopista Norte,4.686319464910179,-74.04244720330465,7,0,1,0,1230.3,0.507,2,0,0,0,bogota
Av. Eldorado con Cra 30,4.647983327538206,-74.10120274217986,6,3,0,0,1013.1,0.0,1,0,2,0,bogota
Cra 15 con Calle 72,4.659818601917405,-74.05778357112658,16,5,0,1,632.0,0.056,0,1,0,0,metro_agency
Calle 80 con Av. Boyaca,4.7003220084860855,-74.1097518384658,11,6,0,1,475.7,0.015,3,0,0,0,bogota
Cra 7 con Calle 45,4.637108326829313,-74.06332927481509,13,5,0,1,794.7,0.032,2,0,0,0,bogota
Av. Caracas con Calle 53,4.642864456543321,-74.071761989245,14,3,0,0,890.2,0.31,4,0,0,0,metro_agency
Cra 11 con Calle 93,4.675657839575391,-74.05084373565326,5,6,0,1,866.2,0.0,0,0,0,0,bogota
Calle 170 con Cra 7,4.754935122925747,-74.04503389232738,15,4,0,0,690.3,0.0,1,1,1,0,bogota
Av. 68 con Calle 26,4.606309781056241,-74.11108122888754,16,2,0,0,827.2,0.03,0,0,1,0,metro_agency
Cra 30 con Calle 45,4.636816219101315,-74.10303914898273,7,4,1,0,779.9,0.575,0,2,0,1,bogota
Calle 13 con Cra 50,4.600710660873665,-74.10837699890412,5,0,0,0,647.9,0.341,2,0,1,0,bogota
Av. Suba con Cra 91,4.72480276037451,-74.09155731422398,22,1,0,0,396.2,0.396,1,2,1,1,metro_agency
Cra 7 con Calle 116,4.698313854967492,-74.04391597074985,6,0,0,0,340.7,0.162,1,0,0,0,bogota
Calle 63 con Av. Caracas,4.650116554216754,-74.07270496643719,16,5,0,1,525.9,0.0,0,0,1,0,bogota
Av. Boyaca con Calle 80,4.6985034537125445,-74.11274175742638,15,4,0,0,671.3,0.133,0,0,0,0,metro_agency
Cra 19 con Calle 100,4.687219721690118,-74.06509980381215,4,0,0,0,868.8,0.005,2,1,0,0,bogota
Calle 26 con Cra 50,4.608048067739759,-74.11013154080564,22,4,0,0,862.7,0.462,0,2,2,1,bogota
Av. Ciudad de Cali con Calle 80,4.6947580579666965,-74.12789465493806,17,0,1,0,1035.9,0.291,0,0,0,0,metro_agency
Cra 7 con Calle 32,4.62035465724203,-74.07677920901085,15,6,0,1,776.6,0.166,2,0,1,0,bogota
Cra 7 con Calle 26,4.610229541169216,-74.08167866950419,18,0,1,0,875.5,0.426,2,0,2,1,bogota
Calle 100 con Autopista Norte,4.686415324446978,-74.0457977990697,8,2,1,0,790.8,0.679,0,0,0,1,metro_agency
Av. Eldorado con Cra 30,4.648215174324581,-74.09996598497582,9,3,1,0,1436.8,0.555,0,0,1,1,bogota
Cra 15 con Calle 72,4.660543086964009,-74.0569386771068,17,5,1,1,768.7,0.544,0,1,0,1,bogota
Calle 80 con Av. Boyaca,4.700473875073588,-74.11087286034137,8,5,1,1,1337.3,0.395,1,0,0,0,metro_agency
Cra 7 con Calle 45,4.637977412486674,-74.06448105033061,8,6,1,1,741.5,0.138,1,0,0,0,bogota
Av. Caracas con Calle 53,4.644123249479537,-74.07474649264142,18,4,1,0,957.3,0.599,0,0,2,1,bogota
Cra 11 con Calle 93,4.676288068183343,-74.04957830871035,7,6,1,1,1067.0,0.084,0,0,1,0,metro_agency
Calle 170 con Cra 7,4.753014734058552,-74.04476977126734,8,3,1,0,1082.3,0.525,0,1,1,1,bogota
Av. 68 con Calle 26,4.60695010202266,-74.11023944498926,10,1,0,0,574.7,0.0,0,0,0,0,bogota
Cra 30 con Calle 45,4.635882220078693,-74.10246223484027,16,5,0,1,687.6,0.013,1,1,0,0,metro_agency
Calle 13 con Cra 50,4.600779483249978,-74.1082083814932,12,0,0,0,581.6,0.0,2,0,1,0,bogota
Av. Suba con Cra 91,4.725281577228504,-74.09090973878293,17,6,1,1,1407.6,0.334,0,0,0,0,bogota
Cra 7 con Calle 116,4.698311294070356,-74.04185381075233,7,6,1,1,1573.7,0.541,4,2,0,1,metro_agency
Calle 63 con Av. Caracas,4.653226943106929,-74.07362816908079,12,1,0,0,704.5,0.285,4,1,0,0,bogota
Av. Boyaca con Calle 80,4.7003483948348945,-74.11036871950546,18,3,1,0,1248.0,0.581,0,0,1,1,bogota
Cra 19 con Calle 100,4.688940942699673,-74.06394882272495,13,3,0,0,600.5,0.026,0,0,0,0,metro_agency
Calle 26 con Cra 50,4.60786273466707,-74.10985308399509,12,5,0,1,1034.2,0.061,0,2,0,0,bogota
Av. Ciudad de Cali con Calle 80,4.696141182273571,-74.12850200828382,0,5,0,1,426.6,0.15,0,0,0,0,bogota
Cra 7 con Calle 32,4.620067655553222,-74.07570208359444,6,4,0,0,433.4,0.035,2,1,0,0,metro_agency
Cra 7 con Calle 26,4.611108551438317,-74.08125574689532,8,5,1,1,832.1,0.382,3,1,0,1,bogota
Calle 100 con Autopista Norte,4.686585616538124,-74.04519594228518,7,4,1,0,1111.3,0.923,1,0,1,1,bogota
Av. Eldorado con Cra 30,4.646558455053714,-74.10298082722367,18,0,1,0,1320.0,0.544,1,0,0,0,metro_agency
Cra 15 con Calle 72,4.660705361567107,-74.0561856129779,7,5,1,1,736.2,0.11,1,0,1,0,bogota
Calle 80 con Av. Boyaca,4.698412785899922,-74.11038196671016,15,2,0,0,345.1,0.047,4,2,1,0,bogota
Cra 7 con Calle 45,4.634070581346062,-74.0647951647585,16,0,0,0,877.4,0.212,1,0,1,0,metro_agency
Av. Caracas con Calle 53,4.642361094637455,-74.0730843508432,6,1,0,0,697.0,0.15,1,1,0,0,bogota
Cra 11 con Calle 93,4.67544501101713,-74.050669079666,7,0,1,0,1345.2,0.963,3,0,0,1,bogota
Calle 170 con Cra 7,4.753245475884743,-74.04210890511966,7,0,1,0,1049.4,0.828,5,0,0,1,metro_agency
Av. 68 con Calle 26,4.607338973002217,-74.10891098051626,6,1,0,0,413.4,0.166,0,1,0,0,bogota
Cra 30 con Calle 45,4.6344152528458045,-74.10111945680501,19,3,1,0,373.5,0.595,0,0,0,0,bogota
Calle 13 con Cra 50,4.603373425663423,-74.11003727376539,17,3,1,0,1019.1,0.812,6,0,0,1,metro_agency
Av. Suba con Cra 91,4.7233849298725,-74.09130404220235,17,6,1,1,1047.9,0.333,0,0,2,0,bogota
Cra 7 con Calle 116,4.696733433746626,-74.04376589642683,14,3,0,0,104.9,0.146,2,0,2,0,bogota
Calle 63 con Av. Caracas,4.65126489089449,-74.07301419094199,8,5,1,1,1245.1,0.421,1,1,2,1,metro_agency
Av. Boyaca con Calle 80,4.697600548092113,-74.10841361010273,15,3,0,0,551.2,0.069,1,2,1,0,bogota
Cra 19 con Calle 100,4.685614956061862,-74.06669871586138,4,6,0,1,604.3,0.082,0,0,1,0,bogota
Calle 26 con Cra 50,4.609648756600189,-74.10940944780882,17,5,1,1,1559.0,0.522,0,1,2,1,metro_agency
Av. Ciudad de Cali con Calle 80,4.697929588469935,-74.12901553306179,18,3,1,0,1213.3,0.56,1,0,0,0,bogota
Cra 7 con Calle 32,4.61923470635585,-74.0772853330789,6,4,0,0,610.5,0.404,2,0,0,0,bogota
Cra 7 con Calle 26,4.609039765292632,-74.08238339576434,19,5,1,1,1017.4,0.578,7,2,1,2,metro_agency
Calle 100 con Autopista Norte,4.68629074402848,-74.04526955304436,5,4,0,0,176.8,0.156,1,1,0,0,bogota
Av. Eldorado con Cra 30,4.647958122813655,-74.10193573672018,10,2,0,0,341.6,0.205,1,1,2,0,bogota
Cra 15 con Calle 72,4.660347666876696,-74.05764838301106,0,1,0,0,284.5,0.224,3,1,1,0,metro_agency
Calle 80 con Av. Boyaca,4.69956460792509,-74.10942020906901,15,5,0,1,878.2,0.0,3,0,0,0,bogota
Cra 7 con Calle 45,4.6350550947249864,-74.0642619879638,12,4,0,0,657.5,0.14,1,0,0,0,bogota
Av. Caracas con Calle 53,4.642743114376457,-74.07289356817853,12,4,0,0,910.6,0.235,0,0,2,0,metro_agency
Cra 11 con Calle 93,4.674009303096198,-74.04992191363796,13,6,0,1,486.8,0.024,0,0,0,0,bogota
Calle 170 con Cra 7,4.753424262858404,-74.04277181010578,21,2,0,0,1196.2,0.113,1,0,1,0,bogota
Av. 68 con Calle 26,4.607585490940397,-74.10863799232702,20,2,0,0,520.7,0.17,2,1,1,0,metro_agency
Cra 30 con Calle 45,4.635327064692668,-74.10348108117614,12,6,0,1,626.7,0.204,0,0,1,0,bogota
Calle 13 con Cra 50,4.603642440497854,-74.11028987012808,16,5,0,1,660.0,0.046,4,0,1,0,bogota
Av. Suba con Cra 91,4.723323925259533,-74.09265981743167,6,2,0,0,730.2,0.311,1,2,0,0,metro_agency
Cra 7 con Calle 116,4.697975597414566,-74.04385279149486,18,1,1,0,862.7,0.466,1,1,1,1,bogota
Calle 63 con Av. Caracas,4.650968367033255,-74.073339023696,10,4,0,0,991.4,0.043,6,2,2,1,bogota
Av. Boyaca con Calle 80,4.696735365461283,-74.10905446055374,17,0,1,0,1248.4,0.746,1,0,2,1,metro_agency
Cra 19 con Calle 100,4.687477211540802,-74.06511160656532,23,2,0,0,450.3,0.099,0,0,0,0,bogota
Calle 26 con Cra 50,4.607624808014384,-74.11069087816601,6,3,0,0,597.0,0.0,0,2,1,0,bogota
Av. Ciudad de Cali con Calle 80,4.697522325564927,-74.12926227661907,6,4,0,0,416.4,0.342,0,0,1,0,metro_agency
Cra 7 con Calle 32,4.618090802321458,-74.07488188808121,7,0,1,0,1010.5,0.754,3,0,1,1,bogota
Cra 7 con Calle 26,4.608761871987862,-74.08041074801497,8,1,1,0,1164.8,0.667,3,0,1,1,bogota
Calle 100 con Autopista Norte,4.685574558193589,-74.0445773275648,18,5,1,1,869.8,0.142,1,0,1,0,metro_agency
Av. Eldorado con Cra 30,4.646607336652875,-74.10200120523986,17,0,1,0,1718.0,0.734,4,0,2,1,bogota
Cra 15 con Calle 72,4.660828375681668,-74.05776673250601,19,0,1,0,817.3,0.875,14,1,0,2,bogota
Calle 80 con Av. Boyaca,4.697692356420586,-74.11024346217656,10,0,0,0,469.7,0.09,2,1,0,0,metro_agency
Cra 7 con Calle 45,4.636203866708068,-74.06377583419044,6,6,0,1,458.9,0.127,0,0,2,0,bogota
Av. Caracas con Calle 53,4.64120501200827,-74.07232223699964,13,0,0,0,254.8,0.171,1,1,0,0,bogota
Cra 11 con Calle 93,4.676454777765362,-74.05092518881055,13,6,0,1,383.5,0.074,0,0,1,0,metro_agency
Calle 170 con Cra 7,4.7545930014321405,-74.0462484892849,16,4,0,0,831.9,0.213,3,1,2,0,bogota
Av. 68 con Calle 26,4.606655216387466,-74.11025363554974,18,0,1,0,1271.9,0.791,3,1,1,1,bogota
Cra 30 con Calle 45,4.63517213413562,-74.1016102213191,17,6,1,1,588.6,0.383,0,0,2,1,metro_agency
Calle 13 con Cra 50,4.603740958509067,-74.11079046412496,12,6,0,1,930.8,0.0,4,1,0,0,bogota
Av. Suba con Cra 91,4.724954930586257,-74.09045997788915,5,3,0,0,716.3,0.274,3,0,0,0,bogota
Cra 7 con Calle 116,4.698821878715692,-74.04548885751116,18,3,1,0,1036.0,0.782,1,1,0,1,metro_agency
Calle 63 con Av. Caracas,4.652335314862123,-74.0742032967529,16,2,0,0,543.5,0.371,0,1,0,0,bogota
Av. Boyaca con Calle 80,4.698657128541453,-74.11143940045906,7,2,1,0,1563.7,0.387,1,0,0,0,bogota
Cra 19 con Calle 100,4.688177193490812,-74.06551775148534,15,1,0,0,350.1,0.361,0,1,0,0,metro_agency
Calle 26 con Cra 50,4.609047452295727,-74.1085744542376,13,4,0,0,660.4,0.227,1,0,0,0,bogota
Av. Ciudad de Cali con Calle 80,4.697210390344379,-74.12778151803859,3,3,0,0,393.1,0.385,1,1,0,0,bogota
Cra 7 con Calle 32,4.619030573986706,-74.07612335673907,13,5,0,1,497.0,0.0,1,1,2,0,metro_agency
Cra 7 con Calle 26,4.6092650438069604,-74.08078726384885,2,3,0,0,607.4,0.136,1,1,0,0,bogota
Calle 100 con Autopista Norte,4.686931503523383,-74.04405308990229,8,2,1,0,1140.6,0.778,2,0,1,1,bogota
Av. Eldorado con Cra 30,4.648349535018946,-74.10227082229704,12,5,0,1,283.8,0.0,4,0,0,0,metro_agency
Cra 15 con Calle 72,4.660642756891987,-74.0561743120005,22,1,0,0,785.3,0.136,4,1,1,0,bogota
Calle 80 con Av. Boyaca,4.697949151510135,-74.10984318823061,16,0,0,0,830.9,0.0,0,0,0,0,bogota
Cra 7 con Calle 45,4.636892980411137,-74.06474502435223,1,3,0,0,635.6,0.006,0,2,0,0,metro_agency
Av. Caracas con Calle 53,4.642759318230842,-74.07416091489108,11,4,0,0,324.3,0.132,0,0,0,0,bogota
Cra 11 con Calle 93,4.675837933941732,-74.05080161947491,13,4,0,0,548.2,0.131,0,0,1,0,bogota
Calle 170 con Cra 7,4.754165154170793,-74.044879335386,13,1,0,0,624.3,0.088,3,0,0,0,metro_agency
Av. 68 con Calle 26,4.60710852536881,-74.11004534850808,6,5,0,1,613.5,0.061,1,0,1,0,bogota
Cra 30 con Calle 45,4.635863601994491,-74.10131592015065,19,2,1,0,999.8,0.653,0,1,0,1,bogota
Calle 13 con Cra 50,4.602893702172039,-74.10971258935902,11,0,0,0,561.0,0.078,1,1,0,0,metro_agency
Av. Suba con Cra 91,4.722834716088313,-74.09056693846587,12,3,0,0,590.6,0.161,0,1,0,0,bogota
Cra 7 con Calle 116,4.698717550443843,-74.04423182370388,12,4,0,0,783.2,0.265,1,1,0,0,bogota
Calle 63 con Av. Caracas,4.65120764088145,-74.07349204415247,14,1,0,0,197.8,0.226,1,1,0,0,metro_agency
Av. Boyaca con Calle 80,4.69943585215163,-74.11060946230387,6,3,0,0,788.7,0.217,2,0,0,0,bogota
Cra 19 con Calle 100,4.688066934052864,-74.06362898614111,23,3,0,0,424.6,0.188,0,0,1,0,bogota
Calle 26 con Cra 50,4.607824224542671,-74.112051606213,7,0,1,0,944.6,0.529,0,0,1,1,metro_agency
Av. Ciudad de Cali con Calle 80,4.699018598512719,-74.12799184927403,17,1,1,0,1033.2,0.548,0,1,1,1,bogota
Cra 7 con Calle 32,4.617216676440045,-74.07695981920587,19,4,1,0,1732.9,0.542,0,1,0,1,bogota
Cra 7 con Calle 26,4.609524084782944,-74.08362352326121,19,4,1,0,962.9,0.601,0,0,2,1,metro_agency
Calle 100 con Autopista Norte,4.687227207593583,-74.04520927165498,10,5,0,1,592.1,0.0,1,0,2,0,bogota
Av. Eldorado con Cra 30,4.647740840002424,-74.10151630658216,6,6,0,1,417.4,0.052,1,0,0,0,bogota
Cra 15 con Calle 72,4.659954910348946,-74.05887052230005,6,3,0,0,408.0,0.263,3,2,0,0,metro_agency
Calle 80 con Av. Boyaca,4.699509481423757,-74.11032653947848,10,1,0,0,835.2,0.228,8,0,0,0,bogota
Cra 7 con Calle 45,4.6350626402967166,-74.06391347452106,17,4,1,0,941.9,0.448,3,1,1,1,bogota
Av. Caracas con Calle 53,4.643343350118794,-74.07305380673648,15,3,0,0,671.3,0.216,0,0,0,0,metro_agency
Cra 11 con Calle 93,4.67554303481172,-74.04939097521586,8,6,1,1,1192.3,0.467,3,0,2,1,bogota
